Indicador;Data;DataReferencia;Media;Mediana;DesvioPadrao;Minimo;Maximo;numeroRespondentes;baseCalculo
IPCA Administrados;2024-10-03;06/2026;0,2724;0,26;0,1412;0,035;1,06;61;0
IPCA;2024-10-03;05/2026;0,2552;0,25;0,0748;0,1;0,4667;37;1
IPCA;2024-10-03;05/2026;0,2673;0,26;0,0907;-0,04;0,555;106;0
Câmbio;2024-10-03;05/2026;5,3572;5,3213;0,2079;4,76;5,7;30;1
Câmbio;2024-10-03;05/2026;5,3646;5,3317;0,2332;4,7;6,0;98;0
IPCA Livres;2024-10-03;05/2026;0,2337;0,245;0,1676;-0,04;0,63;14;1
IPCA Livres;2024-10-03;05/2026;0,2077;0,2;0,1159;-0,04;0,63;58;0
IPCA Serviços;2024-10-03;05/2026;0,1775;0,1667;0,1792;-0,11;0,5368;12;1
IPCA Serviços;2024-10-03;05/2026;0,1604;0,15;0,1461;-0,24;0,5368;55;0
IPCA Bens industrializados;2024-10-03;05/2026;0,2284;0,215;0,0835;0,09;0,3972;12;1
IPCA Bens industrializados;2024-10-03;05/2026;0,2419;0,24;0,0983;0,0;0,5328;53;0
IPCA Alimentação no domicílio;2024-10-03;05/2026;0,2098;0,2906;0,2381;-0,41;0,5;13;1
IPCA Alimentação no domicílio;2024-10-03;05/2026;0,2021;0,22;0,1975;-0,41;0,67;53;0
IPCA Administrados;2024-10-03;05/2026;0,4333;0,4;0,2166;0,13;1,11;15;1
IPCA Administrados;2024-10-03;05/2026;0,4115;0,385;0,1628;-0,04;1,11;62;0
IPCA;2024-10-03;04/2026;0,3392;0,32;0,0818;0,17;0,4983;37;1
IPCA;2024-10-03;04/2026;0,3446;0,33;0,076;0,17;0,6;107;0
Câmbio;2024-10-03;04/2026;5,3395;5,3;0,1882;4,95;5,69;31;1
Câmbio;2024-10-03;04/2026;5,3558;5,33;0,2238;4,7;6,0;99;0
IPCA Livres;2024-10-03;04/2026;0,3589;0,34;0,0926;0,22;0,5532;15;1
IPCA Livres;2024-10-03;04/2026;0,3292;0,32;0,073;0,2;0,5532;59;0
IPCA Serviços;2024-10-03;04/2026;0,2754;0,3;0,1164;0,06;0,4672;13;1
IPCA Serviços;2024-10-03;04/2026;0,2611;0,2738;0,107;-0,01;0,4672;56;0
IPCA Bens industrializados;2024-10-03;04/2026;0,2332;0,2343;0,094;0,08;0,4;13;1
IPCA Bens industrializados;2024-10-03;04/2026;0,2297;0,215;0,0842;0,08;0,5;54;0
IPCA Alimentação no domicílio;2024-10-03;04/2026;0,5679;0,52;0,2562;0,2466;1,1241;14;1
IPCA Alimentação no domicílio;2024-10-03;04/2026;0,5505;0,545;0,2346;0,15;1,1241;54;0
IPCA Administrados;2024-10-03;04/2026;0,3893;0,365;0,1802;-0,08;0,78;16;1
IPCA Administrados;2024-10-03;04/2026;0,3965;0,37;0,1714;-0,08;1,04;63;0
IGP-M;2024-10-03;03/2026;0,37;0,3005;0,1603;0,15;0,82;13;1
IGP-M;2024-10-03;03/2026;0,37;0,3005;0,1603;0,15;0,82;13;0
IPCA;2024-10-03;03/2026;0,3355;0,3038;0,1261;0,2;0,8304;38;1
IPCA;2024-10-03;03/2026;0,3266;0,31;0,1048;0,14;0,8304;108;0
Câmbio;2024-10-03;03/2026;5,3516;5,3019;0,1908;4,77;5,69;31;1
Câmbio;2024-10-03;03/2026;5,3587;5,33;0,2183;4,7;6,0;99;0
IPCA Livres;2024-10-03;03/2026;0,2897;0,28;0,1021;0,07;0,5651;15;1
IPCA Livres;2024-10-03;03/2026;0,286;0,28;0,0887;0,07;0,5651;59;0
IPCA Serviços;2024-10-03;03/2026;0,2202;0,208;0,1606;0,01;0,6852;13;1
IPCA Serviços;2024-10-03;03/2026;0,2169;0,2;0,1196;0,01;0,6852;56;0
IPCA Bens industrializados;2024-10-03;03/2026;0,212;0,22;0,0838;0,07;0,3377;13;1
IPCA Bens industrializados;2024-10-03;03/2026;0,2178;0,22;0,1042;-0,14;0,39;55;0
IPCA Alimentação no domicílio;2024-10-03;03/2026;0,6534;0,635;0,2794;0,2466;1,37;14;1
IPCA Alimentação no domicílio;2024-10-03;03/2026;0,5768;0,58;0,2336;0,11;1,37;54;0
IPCA Administrados;2024-10-03;03/2026;0,3382;0,31;0,1312;0,24;0,8;16;1
IPCA Administrados;2024-10-03;03/2026;0,3533;0,32;0,1526;0,12;0,84;63;0
IGP-M;2024-10-03;02/2026;0,3392;0,3021;0,185;-0,19;0,74;16;1
IGP-M;2024-10-03;02/2026;0,3332;0,325;0,1439;-0,19;0,74;48;0
IPCA;2024-10-03;02/2026;0,52;0,535;0,1378;0,2;0,862;38;1
IPCA;2024-10-03;02/2026;0,5169;0,5155;0,1275;0,2;0,862;108;0
Câmbio;2024-10-03;02/2026;5,3586;5,3;0,1596;5,0;5,68;31;1
Câmbio;2024-10-03;02/2026;5,3588;5,3296;0,2094;4,7;6,0;99;0
Taxa de desocupação;2024-10-03;02/2026;7,3932;7,5;0,5503;6,24;8,14;17;1
Taxa de desocupação;2024-10-03;02/2026;7,3932;7,5;0,5503;6,24;8,14;17;0
IPCA Livres;2024-10-03;02/2026;0,6006;0,66;0,1887;0,1;0,89;15;1
IPCA Livres;2024-10-03;02/2026;0,5474;0,55;0,1446;0,1;0,89;59;0
IPCA Serviços;2024-10-03;02/2026;0,8687;0,85;0,2203;0,3;1,17;13;1
IPCA Serviços;2024-10-03;02/2026;0,8698;0,875;0,1843;0,3;1,32;56;0
IPCA Bens industrializados;2024-10-03;02/2026;0,2896;0,26;0,126;0,1;0,5;13;1
IPCA Bens industrializados;2024-10-03;02/2026;0,2615;0,25;0,1107;0,0;0,54;55;0
IPCA Alimentação no domicílio;2024-10-03;02/2026;0,4979;0,42;0,2299;0,2466;0,99;14;1
IPCA Alimentação no domicílio;2024-10-03;02/2026;0,4053;0,38;0,233;0,0;1,12;54;0
IPCA Administrados;2024-10-03;02/2026;0,384;0,35;0,1743;0,1876;0,87;16;1
IPCA Administrados;2024-10-03;02/2026;0,3501;0,31;0,1789;-0,14;0,931;63;0
IGP-M;2024-10-03;01/2026;0,3785;0,365;0,1292;0,03;0,68;18;1
IGP-M;2024-10-03;01/2026;0,369;0,36;0,11;0,03;0,7;54;0
IPCA;2024-10-03;01/2026;0,374;0,4;0,0982;0,1707;0,6836;38;1
IPCA;2024-10-03;01/2026;0,3874;0,39;0,0995;0,0656;0,6836;108;0
Câmbio;2024-10-03;01/2026;5,3632;5,334;0,1503;5,0;5,67;31;1
Câmbio;2024-10-03;01/2026;5,3605;5,35;0,2004;4,7;6,0;99;0
Taxa de desocupação;2024-10-03;01/2026;7,1657;7,2061;0,4863;6,24;8,0;18;1
Taxa de desocupação;2024-10-03;01/2026;7,2253;7,2;0,4951;6,24;8,2;40;0
IPCA Livres;2024-10-03;01/2026;0,4449;0,44;0,0728;0,3;0,62;15;1
IPCA Livres;2024-10-03;01/2026;0,3897;0,4;0,0923;0,2;0,62;59;0
IPCA Serviços;2024-10-03;01/2026;0,326;0,37;0,1485;0,02;0,53;13;1
IPCA Serviços;2024-10-03;01/2026;0,318;0,325;0,1247;0,02;0,62;56;0
IPCA Bens industrializados;2024-10-03;01/2026;0,2728;0,26;0,1292;0,07;0,53;13;1
IPCA Bens industrializados;2024-10-03;01/2026;0,2428;0,25;0,1073;-0,0239;0,53;54;0
IPCA Alimentação no domicílio;2024-10-03;01/2026;0,7448;0,75;0,3671;0,0;1,226;15;1
IPCA Alimentação no domicílio;2024-10-03;01/2026;0,7479;0,75;0,3326;0,0;1,81;55;0
IPCA Administrados;2024-10-03;01/2026;0,3092;0,36;0,1439;-0,12;0,47;16;1
IPCA Administrados;2024-10-03;01/2026;0,3332;0,35;0,1639;-0,27;0,68;63;0
IGP-M;2024-10-03;12/2025;0,3594;0,3594;0,1507;-0,1696;0,5986;22;1
IGP-M;2024-10-03;12/2025;0,3601;0,35;0,1815;-0,2533;0,98;65;0
IPCA;2024-10-03;12/2025;0,4855;0,48;0,0968;0,185;0,6836;51;1
IPCA;2024-10-03;12/2025;0,4677;0,47;0,1204;-0,0794;0,8373;135;0
Câmbio;2024-10-03;12/2025;5,3633;5,35;0,1554;5,0;5,7;41;1
Câmbio;2024-10-03;12/2025;5,3687;5,385;0,1915;4,7;6,0;124;0
Taxa de desocupação;2024-10-03;12/2025;7,0336;7,05;0,45;5,9;7,9;22;1
Taxa de desocupação;2024-10-03;12/2025;7,0938;7,03;0,6101;5,9;8,9;65;0
IPCA Livres;2024-10-03;12/2025;0,5363;0,59;0,2331;-0,3386;0,8;20;1
IPCA Livres;2024-10-03;12/2025;0,5492;0,57;0,1888;-0,3386;1,0512;81;0
IPCA Serviços;2024-10-03;12/2025;0,4109;0,5829;0,6101;-1,8457;0,88;16;1
IPCA Serviços;2024-10-03;12/2025;0,559;0,5912;0,3266;-1,8457;1,2052;78;0
IPCA Bens industrializados;2024-10-03;12/2025;0,4631;0,4042;0,1867;0,26;0,8905;16;1
IPCA Bens industrializados;2024-10-03;12/2025;0,3966;0,3981;0,163;0,0004;0,9166;75;0
IPCA Alimentação no domicílio;2024-10-03;12/2025;0,8023;0,7544;0,2381;0,26;1,37;17;1
IPCA Alimentação no domicílio;2024-10-03;12/2025;0,7318;0,7229;0,2191;0,2247;1,37;74;0
IPCA Administrados;2024-10-03;12/2025;0,2457;0,2553;0,0952;-0,01;0,4822;21;1
IPCA Administrados;2024-10-03;12/2025;0,243;0,26;0,1573;-0,58;0,6376;85;0
IGP-M;2024-10-03;11/2025;0,3807;0,36;0,1196;0,15;0,65;22;1
IGP-M;2024-10-03;11/2025;0,3852;0,35;0,1667;0,15;1,29;65;0
IPCA;2024-10-03;11/2025;0,2667;0,28;0,0992;0,0;0,468;51;1
IPCA;2024-10-03;11/2025;0,2762;0,28;0,0868;0,0;0,468;135;0
Câmbio;2024-10-03;11/2025;5,3542;5,3376;0,1497;5,0;5,66;36;1
Câmbio;2024-10-03;11/2025;5,3571;5,39;0,1873;4,7;5,85;111;0
Taxa de desocupação;2024-10-03;11/2025;6,9542;7,0;0,4369;6,0;7,7;19;1
Taxa de desocupação;2024-10-03;11/2025;7,0382;7,0;0,5304;6,0;8,7;56;0
IPCA Livres;2024-10-03;11/2025;0,2436;0,275;0,0717;0,097;0,35;20;1
IPCA Livres;2024-10-03;11/2025;0,2652;0,27;0,0727;0,097;0,42;81;0
IPCA Serviços;2024-10-03;11/2025;0,3186;0,31;0,1126;0,15;0,6;16;1
IPCA Serviços;2024-10-03;11/2025;0,3005;0,3023;0,0973;0,06;0,6;78;0
IPCA Bens industrializados;2024-10-03;11/2025;-0,0031;0,025;0,1755;-0,3;0,28;16;1
IPCA Bens industrializados;2024-10-03;11/2025;0,0568;0,06;0,1609;-0,3;0,39;75;0
IPCA Alimentação no domicílio;2024-10-03;11/2025;0,4339;0,45;0,176;0,02;0,83;17;1
IPCA Alimentação no domicílio;2024-10-03;11/2025;0,5009;0,5;0,1573;0,02;0,85;74;0
IPCA Administrados;2024-10-03;11/2025;0,2495;0,2735;0,2749;-0,68;0,71;21;1
IPCA Administrados;2024-10-03;11/2025;0,2842;0,3;0,2188;-0,68;0,71;85;0
IGP-M;2024-10-03;10/2025;0,3855;0,3679;0,0991;0,25;0,6;22;1
IGP-M;2024-10-03;10/2025;0,4118;0,38;0,1809;0,0712;1,55;65;0
IPCA;2024-10-03;10/2025;0,3373;0,33;0,0718;0,21;0,53;51;1
IPCA;2024-10-03;10/2025;0,3391;0,33;0,0714;0,16;0,53;136;0
Câmbio;2024-10-03;10/2025;5,3491;5,3207;0,1452;5,0;5,65;37;1
Câmbio;2024-10-03;10/2025;5,356;5,36;0,1783;4,7;5,8;113;0
Taxa de desocupação;2024-10-03;10/2025;7,0137;7,16;0,422;6,1;7,62;20;1
Taxa de desocupação;2024-10-03;10/2025;7,1158;7,07;0,5208;6,0;8,6;58;0
IPCA Livres;2024-10-03;10/2025;0,3597;0,35;0,0918;0,2;0,58;20;1
IPCA Livres;2024-10-03;10/2025;0,3726;0,36;0,0866;0,2;0,62;81;0
IPCA Serviços;2024-10-03;10/2025;0,3479;0,316;0,1182;0,22;0,69;16;1
IPCA Serviços;2024-10-03;10/2025;0,3776;0,355;0,1138;0,1;0,71;78;0
IPCA Bens industrializados;2024-10-03;10/2025;0,3293;0,325;0,0713;0,2;0,466;16;1
IPCA Bens industrializados;2024-10-03;10/2025;0,3159;0,31;0,1043;0,02;0,59;75;0
IPCA Alimentação no domicílio;2024-10-03;10/2025;0,4526;0,43;0,1502;0,2;0,78;17;1
IPCA Alimentação no domicílio;2024-10-03;10/2025;0,4624;0,4497;0,1705;0,0;0,94;74;0
IPCA Administrados;2024-10-03;10/2025;0,2289;0,2;0,1978;-0,14;1,0;21;1
IPCA Administrados;2024-10-03;10/2025;0,2366;0,241;0,1612;-0,5;1,0;85;0
IGP-M;2024-10-03;09/2025;0,3824;0,35;0,1308;0,1311;0,69;22;1
IGP-M;2024-10-03;09/2025;0,3972;0,35;0,1618;0,1311;1,28;65;0
IPCA;2024-10-03;09/2025;0,2388;0,25;0,087;-0,2179;0,43;51;1
IPCA;2024-10-03;09/2025;0,2605;0,25;0,0797;-0,2179;0,5;136;0
Câmbio;2024-10-03;09/2025;5,3528;5,3163;0,1419;5,0;5,64;37;1
Câmbio;2024-10-03;09/2025;5,3519;5,35;0,1774;4,7;5,8;113;0
Taxa de desocupação;2024-10-03;09/2025;7,0517;7,1468;0,4228;6,2;7,6;20;1
Taxa de desocupação;2024-10-03;09/2025;7,1516;7,1;0,4917;6,1;8,5;58;0
IPCA Livres;2024-10-03;09/2025;0,2611;0,255;0,0642;0,12;0,41;20;1
IPCA Livres;2024-10-03;09/2025;0,2616;0,25;0,0772;0,11;0,55;81;0
IPCA Serviços;2024-10-03;09/2025;0,3458;0,35;0,1215;0,0388;0,62;16;1
IPCA Serviços;2024-10-03;09/2025;0,3655;0,37;0,0994;0,0388;0,68;78;0
IPCA Bens industrializados;2024-10-03;09/2025;0,2007;0,21;0,0794;0,04;0,31;16;1
IPCA Bens industrializados;2024-10-03;09/2025;0,1861;0,19;0,0716;0,0;0,33;75;0
IPCA Alimentação no domicílio;2024-10-03;09/2025;-0,0119;0,02;0,2127;-0,4412;0,26;17;1
IPCA Alimentação no domicílio;2024-10-03;09/2025;0,087;0,07;0,2537;-0,4412;1,21;74;0
IPCA Administrados;2024-10-03;09/2025;0,2707;0,23;0,1978;-0,17;0,98;21;1
IPCA Administrados;2024-10-03;09/2025;0,2782;0,2476;0,1614;-0,17;0,98;85;0
IGP-M;2024-10-03;08/2025;0,2347;0,2425;0,1218;-0,01;0,48;22;1
IGP-M;2024-10-03;08/2025;0,2533;0,2581;0,1081;-0,01;0,56;66;0
IPCA;2024-10-03;08/2025;0,167;0,166;0,0948;-0,1164;0,45;51;1
IPCA;2024-10-03;08/2025;0,1741;0,1624;0,0909;-0,1164;0,51;136;0
Câmbio;2024-10-03;08/2025;5,3462;5,32;0,1332;5,0;5,63;37;1
Câmbio;2024-10-03;08/2025;5,3483;5,35;0,1716;4,75;5,8;113;0
Taxa de desocupação;2024-10-03;08/2025;7,0681;7,2161;0,4293;6,2;7,6;20;1
Taxa de desocupação;2024-10-03;08/2025;7,1671;7,2;0,4692;6,1;8,4;58;0
IPCA Livres;2024-10-03;08/2025;0,1295;0,14;0,1021;-0,1383;0,3;20;1
IPCA Livres;2024-10-03;08/2025;0,1326;0,13;0,082;-0,1383;0,31;81;0
IPCA Serviços;2024-10-03;08/2025;0,1774;0,215;0,1601;-0,3964;0,3143;16;1
IPCA Serviços;2024-10-03;08/2025;0,203;0,195;0,1221;-0,3964;0,5;78;0
IPCA Bens industrializados;2024-10-03;08/2025;0,2341;0,23;0,0666;0,1;0,3574;16;1
IPCA Bens industrializados;2024-10-03;08/2025;0,22;0,21;0,0692;0,06;0,44;75;0
IPCA Alimentação no domicílio;2024-10-03;08/2025;-0,1884;-0,21;0,2796;-0,62;0,41;17;1
IPCA Alimentação no domicílio;2024-10-03;08/2025;-0,141;-0,125;0,2705;-0,77;0,74;74;0
IPCA Administrados;2024-10-03;08/2025;0,2283;0,24;0,1263;-0,12;0,57;21;1
IPCA Administrados;2024-10-03;08/2025;0,2577;0,243;0,1729;-0,12;1,07;85;0
IGP-M;2024-10-03;07/2025;0,1818;0,225;0,1087;-0,1;0,3199;22;1
IGP-M;2024-10-03;07/2025;0,2144;0,2278;0,1152;-0,1;0,61;66;0
IPCA;2024-10-03;07/2025;0,2255;0,23;0,0879;-0,1;0,41;51;1
IPCA;2024-10-03;07/2025;0,2269;0,21;0,087;-0,1;0,53;136;0
Câmbio;2024-10-03;07/2025;5,3422;5,33;0,1204;5,1;5,62;37;1
Câmbio;2024-10-03;07/2025;5,344;5,3333;0,1689;4,75;5,8;113;0
Taxa de desocupação;2024-10-03;07/2025;7,0598;7,15;0,4208;6,2;7,7;20;1
Taxa de desocupação;2024-10-03;07/2025;7,1516;7,2;0,4469;6,1;8,2;58;0
IPCA Livres;2024-10-03;07/2025;0,1969;0,2;0,1089;0,01;0,45;20;1
IPCA Livres;2024-10-03;07/2025;0,1878;0,18;0,0859;0,0;0,45;81;0
IPCA Serviços;2024-10-03;07/2025;0,4162;0,3831;0,1247;0,26;0,7;16;1
IPCA Serviços;2024-10-03;07/2025;0,4152;0,4;0,1114;0,1;0,75;78;0
IPCA Bens industrializados;2024-10-03;07/2025;0,1238;0,12;0,1496;-0,1;0,5;16;1
IPCA Bens industrializados;2024-10-03;07/2025;0,0856;0,07;0,1117;-0,16;0,5;75;0
IPCA Alimentação no domicílio;2024-10-03;07/2025;-0,131;-0,1448;0,2399;-0,58;0,26;17;1
IPCA Alimentação no domicílio;2024-10-03;07/2025;-0,1244;-0,105;0,2948;-1,51;0,33;74;0
IPCA Administrados;2024-10-03;07/2025;0,3477;0,32;0,1751;-0,05;0,78;21;1
IPCA Administrados;2024-10-03;07/2025;0,3485;0,33;0,1839;-0,38;1,08;85;0
IGP-M;2024-10-03;06/2025;0,2573;0,255;0,1344;-0,1;0,54;22;1
IGP-M;2024-10-03;06/2025;0,2608;0,25;0,1535;-0,5;0,69;67;0
IPCA;2024-10-03;06/2025;0,2047;0,22;0,0939;-0,0901;0,41;51;1
IPCA;2024-10-03;06/2025;0,2281;0,22;0,087;-0,0901;0,5208;136;0
Câmbio;2024-10-03;06/2025;5,343;5,32;0,1196;5,1;5,61;37;1
Câmbio;2024-10-03;06/2025;5,3448;5,35;0,1611;4,8;5,75;113;0
Taxa de desocupação;2024-10-03;06/2025;7,0463;7,2;0,4508;6,19;7,7;20;1
Taxa de desocupação;2024-10-03;06/2025;7,1439;7,2;0,4518;6,1;8,1;58;0
IPCA Livres;2024-10-03;06/2025;0,2065;0,2358;0,1331;-0,1809;0,39;20;1
IPCA Livres;2024-10-03;06/2025;0,2039;0,2;0,0896;-0,1809;0,39;81;0
IPCA Serviços;2024-10-03;06/2025;0,3663;0,4;0,1983;-0,2276;0,63;16;1
IPCA Serviços;2024-10-03;06/2025;0,3447;0,355;0,1257;-0,2276;0,63;78;0
IPCA Bens industrializados;2024-10-03;06/2025;0,1579;0,205;0,1246;-0,13;0,3;16;1
IPCA Bens industrializados;2024-10-03;06/2025;0,1412;0,15;0,0923;-0,13;0,4;75;0
IPCA Alimentação no domicílio;2024-10-03;06/2025;0,0272;0,15;0,282;-0,56;0,44;17;1
IPCA Alimentação no domicílio;2024-10-03;06/2025;0,0311;0,1;0,248;-0,61;0,5;74;0
IPCA Administrados;2024-10-03;06/2025;0,2868;0,29;0,1105;0,06;0,6;21;1
IPCA Administrados;2024-10-03;06/2025;0,2919;0,29;0,1419;-0,2712;0,73;85;0
IGP-M;2024-10-03;05/2025;0,2406;0,28;0,1135;0,0;0,41;22;1
IGP-M;2024-10-03;05/2025;0,2471;0,27;0,1834;-0,8;0,7797;67;0
IPCA;2024-10-03;05/2025;0,2526;0,25;0,0683;0,1;0,4385;51;1
IPCA;2024-10-03;05/2025;0,2699;0,25;0,0832;0,04;0,5716;137;0
Câmbio;2024-10-03;05/2025;5,3442;5,33;0,1184;5,1;5,6;37;1
Câmbio;2024-10-03;05/2025;5,3463;5,34;0,1578;4,8;5,7;113;0
Taxa de desocupação;2024-10-03;05/2025;7,0977;7,055;0,4762;6,17;7,8;20;1
Taxa de desocupação;2024-10-03;05/2025;7,1939;7,2;0,4624;6,17;8,2;58;0
IPCA Livres;2024-10-03;05/2025;0,2025;0,23;0,1;0,0;0,38;20;1
IPCA Livres;2024-10-03;05/2025;0,2052;0,2;0,0932;-0,02;0,4965;81;0
IPCA Serviços;2024-10-03;05/2025;0,148;0,125;0,1637;-0,07;0,5;16;1
IPCA Serviços;2024-10-03;05/2025;0,1514;0,14;0,1369;-0,19;0,5;78;0
IPCA Bens industrializados;2024-10-03;05/2025;0,2811;0,29;0,0437;0,2;0,34;16;1
IPCA Bens industrializados;2024-10-03;05/2025;0,2814;0,28;0,0819;0,03;0,54;75;0
IPCA Alimentação no domicílio;2024-10-03;05/2025;0,1335;0,18;0,218;-0,31;0,55;17;1
IPCA Alimentação no domicílio;2024-10-03;05/2025;0,1978;0,205;0,1985;-0,31;0,67;74;0
IPCA Administrados;2024-10-03;05/2025;0,4276;0,4384;0,1656;0,1995;0,96;21;1
IPCA Administrados;2024-10-03;05/2025;0,4437;0,44;0,1322;0,0997;0,96;85;0
IGP-M;2024-10-03;04/2025;0,278;0,2842;0,1144;0,0;0,53;22;1
IGP-M;2024-10-03;04/2025;0,303;0,3;0,1446;-0,33;0,7;67;0
IPCA;2024-10-03;04/2025;0,3661;0,35;0,0827;0,2;0,5789;51;1
IPCA;2024-10-03;04/2025;0,3696;0,36;0,0745;0,2;0,61;137;0
Câmbio;2024-10-03;04/2025;5,3393;5,33;0,118;5,1;5,59;37;1
Câmbio;2024-10-03;04/2025;5,3461;5,34;0,1568;4,8;5,65;113;0
Taxa de desocupação;2024-10-03;04/2025;7,1979;7,2;0,4887;6,14;8,0;20;1
Taxa de desocupação;2024-10-03;04/2025;7,2624;7,2;0,4555;6,14;8,2;58;0
IPCA Livres;2024-10-03;04/2025;0,3583;0,35;0,0901;0,23;0,5371;20;1
IPCA Livres;2024-10-03;04/2025;0,3497;0,34;0,0711;0,23;0,58;81;0
IPCA Serviços;2024-10-03;04/2025;0,3182;0,295;0,1313;0,05;0,5978;16;1
IPCA Serviços;2024-10-03;04/2025;0,3025;0,3;0,1069;0,0;0,5978;78;0
IPCA Bens industrializados;2024-10-03;04/2025;0,2702;0,26;0,0834;0,08;0,46;16;1
IPCA Bens industrializados;2024-10-03;04/2025;0,2421;0,24;0,0768;0,08;0,46;75;0
IPCA Alimentação no domicílio;2024-10-03;04/2025;0,6088;0,6;0,2983;0,2;1,36;17;1
IPCA Alimentação no domicílio;2024-10-03;04/2025;0,6009;0,6;0,2443;0,2;1,36;74;0
IPCA Administrados;2024-10-03;04/2025;0,4203;0,43;0,1827;0,02;0,8764;21;1
IPCA Administrados;2024-10-03;04/2025;0,44;0,45;0,1534;0,02;0,8764;85;0
IGP-M;2024-10-03;03/2025;0,3892;0,3522;0,1376;0,2;0,83;22;1
IGP-M;2024-10-03;03/2025;0,3577;0,35;0,1207;0,16;0,83;68;0
IPCA;2024-10-03;03/2025;0,3356;0,33;0,0584;0,14;0,46;51;1
IPCA;2024-10-03;03/2025;0,3398;0,34;0,0728;0,11;0,55;137;0
Câmbio;2024-10-03;03/2025;5,3477;5,35;0,1147;5,12;5,58;37;1
Câmbio;2024-10-03;03/2025;5,351;5,35;0,1488;4,88;5,64;114;0
Taxa de desocupação;2024-10-03;03/2025;7,2835;7,3;0,5225;6,12;8,1;20;1
Taxa de desocupação;2024-10-03;03/2025;7,3278;7,3;0,4841;6,12;8,3;58;0
IPCA Livres;2024-10-03;03/2025;0,2992;0,3;0,0879;0,01;0,43;20;1
IPCA Livres;2024-10-03;03/2025;0,319;0,31;0,0864;0,01;0,51;81;0
IPCA Serviços;2024-10-03;03/2025;0,2597;0,265;0,1131;0,09;0,5;16;1
IPCA Serviços;2024-10-03;03/2025;0,2415;0,2315;0,1098;0,01;0,56;78;0
IPCA Bens industrializados;2024-10-03;03/2025;0,2446;0,25;0,0722;0,12;0,38;16;1
IPCA Bens industrializados;2024-10-03;03/2025;0,2308;0,24;0,09;-0,14;0,4;75;0
IPCA Alimentação no domicílio;2024-10-03;03/2025;0,6671;0,627;0,3067;0,2;1,5;17;1
IPCA Alimentação no domicílio;2024-10-03;03/2025;0,6509;0,64;0,2782;-0,026;1,53;74;0
IPCA Administrados;2024-10-03;03/2025;0,3593;0,32;0,2326;-0,2;1,01;21;1
IPCA Administrados;2024-10-03;03/2025;0,3461;0,315;0,1798;-0,2;1,04;86;0
IGP-M;2024-10-03;02/2025;0,3244;0,3265;0,131;0,08;0,56;22;1
IGP-M;2024-10-03;02/2025;0,3351;0,33;0,1319;0,08;0,7201;68;0
IPCA;2024-10-03;02/2025;0,5526;0,53;0,1124;0,35;0,8882;51;1
IPCA;2024-10-03;02/2025;0,5594;0,554;0,1088;0,26;0,8882;137;0
Câmbio;2024-10-03;02/2025;5,3554;5,35;0,1126;5,1;5,58;37;1
Câmbio;2024-10-03;02/2025;5,3592;5,3725;0,1416;4,9;5,64;114;0
Taxa de desocupação;2024-10-03;02/2025;7,0271;7,02;0,3738;6,17;7,6;20;1
Taxa de desocupação;2024-10-03;02/2025;7,1278;7,04;0,4134;6,17;8,3;58;0
IPCA Livres;2024-10-03;02/2025;0,6249;0,675;0,1386;0,25;0,77;20;1
IPCA Livres;2024-10-03;02/2025;0,628;0,644;0,1317;0,25;0,89;81;0
IPCA Serviços;2024-10-03;02/2025;0,9472;1,035;0,2617;0,26;1,25;16;1
IPCA Serviços;2024-10-03;02/2025;0,9696;1,0;0,2062;0,26;1,3;79;0
IPCA Bens industrializados;2024-10-03;02/2025;0,3019;0,275;0,1146;0,14;0,56;16;1
IPCA Bens industrializados;2024-10-03;02/2025;0,2679;0,25;0,1084;0,0;0,56;76;0
IPCA Alimentação no domicílio;2024-10-03;02/2025;0,4364;0,39;0,2273;0,11;1,1;17;1
IPCA Alimentação no domicílio;2024-10-03;02/2025;0,4272;0,38;0,2768;-0,2743;1,17;75;0
IPCA Administrados;2024-10-03;02/2025;0,2968;0,3176;0,1764;-0,29;0,63;21;1
IPCA Administrados;2024-10-03;02/2025;0,3136;0,31;0,1814;-0,29;1,1069;86;0
IGP-M;2024-10-03;01/2025;0,3593;0,385;0,1636;-0,3;0,5896;22;1
IGP-M;2024-10-03;01/2025;0,3678;0,38;0,125;-0,3;0,642;68;0
IPCA;2024-10-03;01/2025;0,3964;0,4136;0,0852;0,17;0,55;51;1
IPCA;2024-10-03;01/2025;0,4106;0,42;0,0909;0,0826;0,6;137;0
Câmbio;2024-10-03;01/2025;5,3575;5,38;0,1204;5,0;5,58;37;1
Câmbio;2024-10-03;01/2025;5,367;5,38;0,1351;5,0;5,64;114;0
Taxa de desocupação;2024-10-03;01/2025;6,7808;6,75;0,3108;6,22;7,5;20;1
Taxa de desocupação;2024-10-03;01/2025;6,9104;6,8881;0,4001;6,22;8,2;58;0
IPCA Livres;2024-10-03;01/2025;0,4332;0,4518;0,1027;0,2;0,65;20;1
IPCA Livres;2024-10-03;01/2025;0,4378;0,45;0,1041;0,2;0,71;81;0
IPCA Serviços;2024-10-03;01/2025;0,3458;0,3511;0,1376;0,02;0,54;16;1
IPCA Serviços;2024-10-03;01/2025;0,3557;0,37;0,1361;0,02;0,69;79;0
IPCA Bens industrializados;2024-10-03;01/2025;0,2257;0,23;0,1486;-0,14;0,5;16;1
IPCA Bens industrializados;2024-10-03;01/2025;0,2443;0,2422;0,1198;-0,14;0,5;76;0
