;trimestre;nomeBandeira;nomeFuncao;produto;qtdCartoesEmitidos;qtdCartoesAtivos;qtdTransacoesNacionais;valorTransacoesNacionais;qtdTransacoesInternacionais;valorTransacoesInternacionais;data
519;20234;MasterCard;Crédito;Intermediário;128788172;68731742;1452907663;141456643122,88;6147266;803285276,89;2023-10-01
520;20221;Outras;Débito;Outros;3494750;1881664;42471427;3930882759,18;0;0,0;2022-01-01
521;20203;MasterCard;Pré-Pago;Platinum;590659;289447;3715994;245193247,08;0;0,0;2020-07-01
522;20211;MasterCard;Pré-Pago;Platinum;2737845;1585061;27810017;1437134058,96;0;0,0;2021-01-01
523;20232;Outras;Débito;Básico Internacional;183169;141078;552443;42904572,01;0;0,0;2023-04-01
524;20242;VISA;Crédito;Intermediário;39492877;26414929;477148387;54807860028,35;1479517;300163241,19;2024-04-01
525;20221;MasterCard;Débito;Outros;740889;224945;3028723;142685373,39;704;279762,67;2022-01-01
526;20231;Elo;Pré-Pago;Básico Nacional;4403087;7475;39032;1402680,71;0;0,0;2023-01-01
527;20201;MasterCard;Pré-Pago;Intermediário;7453316;2951173;49693221;2035795599,63;1;0,01;2020-01-01
528;20211;Hipercard;Crédito;Intermediário;6135;2253;24351;2144847,32;1;0,01;2021-01-01
529;20241;MasterCard;Crédito;Intermediário;133968850;69194604;1352205971;128322088819,71;6282368;805646064,27;2024-01-01
530;20241;Bandeira própria;Crédito;Outros;14051453;3478081;28612805;1139085160,26;0;0,0;2024-01-01
531;20213;Bandeira própria;Crédito;Outros;13008550;4255054;11746439;1790735745,78;0;0,0;2021-07-01
532;20211;Elo;Débito;Empresarial;864539;350973;7675987;1059193690,94;0;0,0;2021-01-01
533;20204;MasterCard;Débito;Premium;301181;126945;2033799;246055359,47;543;483072,49;2020-10-01
534;20234;MasterCard;Débito;Outros;668638;230871;4991421;249266223,12;1358;490248,65;2023-10-01
535;20224;VISA;Débito;Básico Nacional;13886573;7884716;223352428;14928208715,6;1715;250910,45;2022-10-01
536;20201;Bandeira própria;Débito;Outros;1412380;392403;4395939;293172072,71;0;0,0;2020-01-01
537;20233;Elo;Crédito;Intermediário;8722186;3186719;49766935;5559292076,9;20826;3014010,4;2023-07-01
538;20233;VISA;Débito;Platinum;2051559;1210586;48621661;4179502601,63;1040;189376,45;2023-07-01
539;20224;VISA;Pré-Pago;Empresarial;4846;2188;41991;5591642,9;0;0,0;2022-10-01
540;20234;Outras;Crédito;Básico Internacional;87830;73993;32764;17935912,35;7;5215,13;2023-10-01
541;20202;VISA;Pré-Pago;Corporativo;627460;148194;2079609;158798426,05;874563;148802185,6;2020-04-01
542;20212;MasterCard;Débito;Empresarial;1286173;395165;9989411;739930315,09;56;36420,7;2021-04-01
543;20213;MasterCard;Crédito;Básico Internacional;44656675;17167942;235235023;21606533469,08;728427;137648324,33;2021-07-01
544;20233;Elo;Crédito;Premium;217198;201873;7456533;1461812698,99;19982;9800384,95;2023-07-01
545;20234;Hipercard;Crédito;Platinum;1016078;950687;19562863;3465340027,85;1;0,01;2023-10-01
546;20233;Elo;Pré-Pago;Básico Nacional;4471324;5033;33886;1689632,87;7;426,19;2023-07-01
547;20223;Elo;Pré-Pago;Outros;30672407;1686230;2263391;86965415,53;0;0,0;2022-07-01
548;20224;Elo;Débito;Outros;157453310;26739352;514273811;30647583541,35;0;0,0;2022-10-01
549;20224;Bandeira própria;Crédito;Intermediário;115901;34534;2562964;744624319,01;0;0,0;2022-10-01
550;20241;Elo;Crédito;Básico Nacional;4523779;2623981;73068811;8193899882,02;59548;22661005,5;2024-01-01
551;20213;Elo;Débito;Básico Internacional;55310;46396;235426;14015034,17;0;0,0;2021-07-01
552;20213;MasterCard;Débito;Outros;512945;134841;2023340;92438172,97;207;60761,55;2021-07-01
553;20221;VISA;Crédito;Premium;3157364;2414157;133208814;27162494337,58;1887883;1256938287,89;2022-01-01
554;20213;VISA;Pré-Pago;Corporativo;863905;92713;3023686;292599582,6;108802;34429138,05;2021-07-01
555;20222;Elo;Pré-Pago;Intermediário;8201332;163089;615060;33037344,17;0;0,0;2022-04-01
556;20211;MasterCard;Débito;Premium;308528;125131;1784576;203877492,99;359;276733,22;2021-01-01
557;20234;VISA;Débito;Premium;896271;498743;16838237;1608374823,02;604;130814,18;2023-10-01
558;20221;VISA;Crédito;Empresarial;2113775;1335939;31940357;9335689740,24;354266;335552666,09;2022-01-01
559;20201;VISA;Débito;Intermediário;2931986;2057824;48677056;3679196588,81;1731;260332,4;2020-01-01
560;20204;American Express;Crédito;Premium;418054;300805;9284393;2582454560,15;149613;124417622,2;2020-10-01
561;20214;Bandeira própria;Débito;Outros;1179294;497885;5400672;392720737,77;0;0,0;2021-10-01
562;20242;VISA;Pré-Pago;Intermediário;11326;259;1893;84607,27;0;0,0;2024-04-01
563;20204;Bandeira própria;Crédito;Básico Nacional;4310931;1030624;3036987;290468948,28;0;0,0;2020-10-01
564;20214;Elo;Débito;Básico Internacional;53547;46786;342529;19868511,86;0;0,0;2021-10-01
565;20234;MasterCard;Pré-Pago;Corporativo;3955375;1537702;33096372;1751329385,47;86762;1926987,51;2023-10-01
566;20231;Elo;Pré-Pago;Outros;33936593;1715001;1079696;46551138,57;0;0,0;2023-01-01
567;20231;Elo;Débito;Outros;81868;67226;248676;34859051,0;0;0,0;2023-01-01
568;20211;MasterCard;Crédito;Intermediário;66854864;43894000;731379967;72236704792,49;2236278;296917327,99;2021-01-01
569;20221;Elo;Pré-Pago;Outros;26117724;1599009;3494827;152371922,42;0;0,0;2022-01-01
570;20203;MasterCard;Pré-Pago;Outros;10313464;2269661;27769884;1929351688,78;225360;32530986,79;2020-07-01
571;20233;VISA;Pré-Pago;Outros;22062100;4293575;74242985;3589991506,88;71276;9642719,12;2023-07-01
572;20234;Elo;Débito;Básico Nacional;208475054;41234301;983529224;57739966878,24;0;0,0;2023-10-01
